,duration_bin,games_played,wins,hero_id
1210,5400,2,0,58
1211,900,654,420,58
1212,600,170,118,58
1213,2400,1869,878,58
1214,3600,160,73,58
1215,1500,2576,1320,58
1216,4800,9,5,58
1217,3300,77,35,59
1218,1800,944,471,59
1219,3900,19,10,59
1220,300,21,6,59
1221,3000,168,90,59
1222,4200,4,1,59
1223,4500,3,2,59
1224,1200,781,442,59
1225,2700,241,115,59
1226,2100,657,307,59
1227,900,360,209,59
1228,600,97,50,59
1229,2400,429,209,59
1230,3600,29,17,59
1231,1500,1020,522,59
1232,4800,3,2,59
1233,3300,292,156,60
1234,1800,2414,1155,60
1235,3900,78,43,60
1236,300,26,13,60
1237,3000,544,277,60
1238,4200,35,21,60
1239,7800,1,1,60
1240,4500,15,7,60
1241,1200,1370,603,60
1242,2700,853,480,60
1243,5100,4,1,60
1244,2100,2047,1067,60
1245,5400,2,1,60
1246,900,553,267,60
1247,6300,1,0,60
1248,600,138,68,60
1249,2400,1307,673,60
1250,8400,1,0,60
1251,3600,173,86,60
1252,1500,2222,1097,60
1253,4800,10,5,60
1254,5700,1,1,61
1255,3300,140,59,61
1256,1800,1304,659,61
1257,3900,35,16,61
1258,300,15,8,61
1259,3000,293,132,61
1260,4200,14,7,61
1261,4500,9,2,61
1262,1200,825,537,61
1263,2700,374,199,61
1264,2100,950,491,61
1265,5400,1,1,61
1266,900,325,235,61
1267,6300,1,1,61
1268,600,83,59,61
1269,2400,676,343,61
1270,3600,61,25,61
1271,1500,1106,609,61
1272,4800,3,2,61
1273,5700,1,1,62
1274,3300,188,94,62
1275,1800,1695,920,62
1276,3900,45,16,62
1277,300,19,9,62
1278,3000,360,189,62
1279,4200,35,20,62
1280,7800,1,0,62
1281,4500,20,12,62
1282,1200,1160,679,62
1283,2700,597,303,62
1284,5100,4,1,62
1285,2100,1397,730,62
1286,5400,1,1,62
1287,900,523,319,62
1288,600,116,76,62
1289,2400,942,488,62
1290,3600,102,44,62
1291,1500,1714,932,62
1292,4800,6,4,62
1293,5700,6,5,63
1294,3300,405,202,63
1295,7500,1,1,63
1296,1800,3236,1609,63
1297,3900,103,60,63
1298,300,40,18,63
1299,3000,782,381,63
1300,4200,50,26,63
1301,6600,1,0,63
1302,4500,17,9,63
1303,1200,1823,892,63
1304,2700,1166,577,63
1305,5100,6,3,63
1306,2100,2564,1248,63
1307,5400,2,2,63
1308,900,694,338,63
1309,6300,3,0,63
1310,600,166,91,63
1311,2400,1854,944,63
1312,8400,1,0,63
1313,3600,243,127,63
1314,1500,2766,1327,63
1315,4800,16,11,63
1316,5700,2,2,64
1317,3300,420,207,64
1318,1800,4074,1925,64
1319,3900,109,48,64
1320,300,44,20,64
1321,7200,1,0,64
1322,3000,820,418,64
1323,4200,49,25,64
1324,6600,2,2,64
1325,4500,25,12,64
1326,1200,2356,1121,64
1327,2700,1225,599,64
1328,5100,5,2,64
1329,2100,2966,1442,64
1330,5400,2,2,64
1331,900,974,468,64
1332,6300,1,1,64
1333,600,247,124,64
1334,2400,1963,934,64
1335,3600,205,92,64
1336,1500,3571,1669,64
1337,4800,13,4,64
1338,5700,5,4,65
1339,3300,604,275,65
1340,1800,4426,2322,65
1341,3900,174,83,65
1342,300,48,26,65
1343,6000,3,1,65
1344,3000,1168,568,65
1345,4200,82,30,65
1346,4500,38,21,65
1347,1200,2354,1210,65
1348,2700,1790,861,65
1349,5100,8,3,65
1350,2100,3749,1943,65
1351,5400,3,0,65
1352,900,952,540,65
1353,6300,2,2,65
1354,600,243,132,65
1355,2400,2941,1435,65
1356,3600,338,153,65
1357,1500,3723,2027,65
1358,4800,18,10,65
1359,5700,2,1,66
1360,3300,211,117,66
1361,1800,1722,988,66
1362,3900,57,32,66
1363,300,24,15,66
1364,6000,2,1,66
1365,3000,380,207,66
1366,4200,31,15,66
1367,4500,17,6,66
1368,1200,1383,905,66
1369,2700,601,288,66
1370,5100,8,4,66
1371,2100,1309,701,66
1372,5400,2,0,66
1373,900,740,532,66
1374,12000,1,0,66
1375,600,202,166,66
1376,2400,985,487,66
1377,3600,116,50,66
1378,8100,1,0,66
1379,1500,1792,1075,66
1380,4800,4,2,66
1381,3300,260,145,67
1382,1800,1967,875,67
1383,3900,70,49,67
1384,300,13,4,67
1385,3000,514,283,67
1386,4200,43,26,67
1387,4500,24,12,67
1388,1200,955,380,67
1389,2700,742,383,67
1390,5100,6,5,67
1391,6900,1,0,67
1392,2100,1683,856,67
1393,5400,3,1,67
1394,900,331,99,67
1395,600,93,33,67
1396,2400,1261,677,67
1397,3600,157,93,67
1398,1500,1625,706,67
1399,4800,5,1,67
1400,5700,4,3,68
1401,3300,515,267,68
1402,7500,2,1,68
1403,1800,2924,1422,68
1404,3900,144,80,68
1405,300,35,12,68
1406,6000,2,2,68
1407,7200,1,1,68
1408,3000,955,492,68
1409,4200,83,46,68
1410,6600,3,1,68
1411,4500,46,29,68
1412,1200,1510,684,68
1413,2700,1300,678,68
1414,5100,17,7,68
1415,6900,1,0,68
1416,2100,2469,1252,68
1417,5400,9,6,68
1418,900,644,276,68
1419,6300,3,2,68
1420,600,177,75,68
1421,2400,2020,1064,68
1422,3600,310,179,68
1423,1500,2497,1219,68
1424,4800,18,10,68
1425,5700,2,1,69
1426,3300,495,262,69
1427,1800,4223,2066,69
1428,3900,139,88,69
1429,300,26,10,69
1430,6000,2,0,69
1431,7200,1,1,69
1432,3000,1047,588,69
1433,4200,71,31,69
1434,6600,1,0,69
1435,4500,36,19,69
1436,1200,2216,1013,69
1437,2700,1505,818,69
1438,5100,8,4,69
1439,2100,3209,1693,69
1440,5400,2,1,69
1441,900,876,378,69
1442,6300,1,1,69
1443,600,239,102,69
1444,2400,2481,1365,69
1445,3600,271,135,69
1446,1500,3612,1662,69
1447,4800,25,10,69
1448,5700,1,0,70
1449,3300,312,162,70
1450,1800,2823,1410,70
1451,3900,75,35,70
1452,300,22,11,70
1453,3000,570,296,70
1454,4200,45,21,70
1455,4500,12,3,70
1456,1200,1609,742,70
1457,2700,819,407,70
1458,5100,5,1,70
1459,6900,1,1,70
1460,2100,2150,1090,70
1461,900,602,277,70
1462,600,165,83,70
1463,2400,1516,791,70
1464,3600,153,85,70
1465,1500,2535,1232,70
1466,4800,12,6,70
1467,5700,1,0,71
1468,3300,282,144,71
1469,1800,3418,1703,71
1470,3900,90,52,71
1471,300,29,17,71
1472,6000,1,0,71
1473,3000,528,259,71
1474,4200,48,24,71
1475,6600,1,0,71
1476,4500,17,9,71
1477,1200,1836,838,71
1478,2700,905,490,71
1479,5100,8,8,71
1480,2100,2437,1257,71
1481,5400,3,0,71
1482,900,671,270,71
1483,6300,1,0,71
1484,600,146,65,71
1485,2400,1538,757,71
1486,8400,1,1,71
1487,3600,145,77,71
1488,1500,3054,1441,71
1489,4800,11,4,71
1490,5700,3,2,72
1491,3300,462,224,72
1492,1800,3752,1825,72
1493,3900,135,61,72
1494,300,52,27,72
1495,6000,1,0,72
1496,3000,895,455,72
1497,4200,68,36,72
1498,6600,2,1,72
1499,4500,26,9,72
1500,1200,2078,1107,72
1501,2700,1388,678,72
1502,5100,4,3,72
1503,2100,3043,1485,72
1504,5400,5,2,72
1505,900,829,429,72
1506,600,203,89,72
1507,2400,2246,1085,72
1508,3600,240,124,72
1509,1500,3324,1658,72
1510,4800,19,10,72
1511,5700,1,0,73
1512,3300,238,119,73
1513,1800,1912,1015,73
1514,3900,55,30,73
1515,300,20,10,73
1516,3000,399,188,73
1517,4200,28,13,73
1518,4500,11,4,73
1519,1200,1072,534,73
1520,2700,594,294,73
1521,5100,3,1,73
1522,2100,1412,747,73
1523,900,406,189,73
1524,600,110,48,73
1525,2400,1027,467,73
1526,3600,125,63,73
1527,1500,1739,916,73
1528,4800,3,2,73
1529,5700,2,2,74
1530,3300,652,337,74
1531,7500,1,1,74
1532,1800,4513,2285,74
1533,3900,181,89,74
1534,300,42,20,74
1535,6000,3,2,74
1536,7200,1,1,74
1537,3000,1117,555,74
1538,4200,93,52,74
1539,7800,2,2,74
1540,4500,40,14,74
1541,1200,2741,1302,74
1542,2700,1661,846,74
1543,5100,13,7,74
1544,2100,3491,1725,74
1545,5400,3,0,74
1546,900,1172,547,74
1547,600,288,133,74
1548,2400,2766,1386,74
1549,3600,339,148,74
1550,1500,4083,2038,74
1551,4800,19,13,74
1552,5700,2,0,75
1553,3300,341,166,75
1554,1800,2567,1206,75
1555,3900,70,28,75
1556,300,19,5,75
1557,6000,1,0,75
1558,3000,654,322,75
1559,4200,46,31,75
1560,6600,1,1,75
1561,4500,21,10,75
1562,1200,1312,603,75
1563,2700,905,462,75
1564,5100,4,1,75
1565,2100,1976,942,75
1566,900,516,184,75
1567,6300,1,0,75
1568,600,136,32,75
1569,2400,1474,708,75
1570,3600,177,82,75
1571,8100,1,1,75
1572,1500,2148,1002,75
1573,4800,9,4,75
1574,5700,4,4,76
1575,3300,276,150,76
1576,1800,2722,1377,76
1577,3900,81,52,76
1578,300,26,12,76
1579,6000,1,0,76
1580,3000,581,291,76
1581,4200,40,18,76
1582,4500,12,7,76
1583,1200,1652,763,76
1584,2700,851,439,76
1585,5100,8,3,76
1586,2100,2005,955,76
1587,900,651,249,76
1588,600,150,65,76
1589,2400,1429,741,76
1590,3600,142,78,76
1591,1500,2471,1186,76
1592,4800,11,8,76
1593,5700,1,0,77
1594,3300,219,101,77
1595,1800,1876,1018,77
1596,3900,50,22,77
1597,300,19,13,77
1598,6000,2,1,77
1599,7200,1,0,77
1600,3000,442,216,77
1601,4200,42,23,77
1602,4500,12,7,77
1603,1200,1371,936,77
1604,2700,603,269,77
1605,5100,2,1,77
1606,2100,1378,664,77
1607,5400,2,1,77
1608,900,596,446,77
1609,6300,1,1,77
1610,600,173,130,77
1611,2400,1003,470,77
1612,3600,110,54,77
1613,1500,1719,1036,77
1614,4800,7,5,77
1615,3300,363,171,78
1616,1800,2351,1184,78
1617,3900,77,41,78
1618,300,30,18,78
1619,7200,1,1,78
1620,3000,607,313,78
1621,4200,41,19,78
1622,4500,20,10,78
1623,1200,1228,589,78
1624,2700,925,494,78
1625,5100,2,0,78
1626,2100,2009,1036,78
1627,5400,2,2,78
1628,900,534,281,78
1629,6300,2,1,78
1630,600,149,79,78
1631,2400,1496,782,78
1632,3600,193,98,78
1633,1500,1948,989,78
1634,4800,16,4,78
1635,5700,2,0,79
1636,3300,540,270,79
1637,1800,3783,1905,79
1638,3900,136,67,79
1639,300,49,25,79
1640,6000,1,0,79
1641,3000,950,444,79
1642,4200,75,37,79
1643,4500,42,20,79
1644,1200,2207,1036,79
1645,2700,1383,687,79
1646,5100,7,3,79
1647,2100,3092,1588,79
1648,5400,1,1,79
1649,900,784,374,79
1650,6300,1,0,79
1651,600,203,88,79
1652,2400,2290,1164,79
1653,3600,256,132,79
1654,8100,1,1,79
1655,1500,3268,1630,79
1656,4800,25,10,79
1657,5700,2,1,80
1658,3300,174,73,80
1659,1800,1335,701,80
1660,3900,43,27,80
1661,300,15,8,80
1662,3000,309,141,80
1663,4200,24,15,80
1664,4500,11,7,80
1665,1200,1004,605,80
1666,2700,420,193,80
1667,5100,3,3,80
1668,2100,933,442,80
1669,5400,3,3,80
1670,900,421,236,80
1671,600,107,60,80
1672,2400,680,335,80
1673,3600,79,35,80
1674,1500,1307,746,80
1675,4800,8,2,80
1676,3300,168,84,81
1677,1800,2062,1013,81
1678,3900,39,15,81
1679,300,24,14,81
1680,3000,382,177,81
1681,4200,24,11,81
1682,4500,9,4,81
1683,1200,1057,512,81
1684,2700,544,276,81
1685,5100,2,0,81
1686,2100,1436,671,81
1687,5400,2,1,81
1688,900,425,208,81
1689,600,118,56,81
1690,2400,959,496,81
1691,3600,82,41,81
1692,1500,1687,832,81
1693,4800,3,1,81
1694,3300,62,29,82
1695,1800,538,274,82
1696,3900,7,2,82
1697,300,17,5,82
1698,3000,126,56,82
1699,4200,7,2,82
1700,4500,4,1,82
1701,1200,487,288,82
1702,2700,176,91,82
1703,2100,363,172,82
1704,900,195,107,82
1705,6300,1,1,82
1706,600,52,25,82
1707,2400,269,127,82
1708,8400,1,1,82
1709,3600,26,13,82
1710,1500,626,331,82
1711,5700,2,1,83
1712,3300,347,180,83
1713,1800,2892,1550,83
1714,3900,78,34,83
1715,300,37,21,83
1716,3000,695,344,83
1717,4200,51,23,83
1718,4500,32,20,83
1719,1200,1695,922,83
1720,2700,1019,538,83
1721,5100,12,9,83
1722,6900,1,1,83
1723,2100,2177,1159,83
1724,5400,2,0,83
1725,900,649,363,83
1726,600,161,92,83
1727,2400,1673,846,83
1728,3600,189,102,83
1729,1500,2591,1451,83
1730,4800,12,7,83
1731,5700,3,1,84
1732,3300,422,199,84
1733,1800,4498,2276,84
1734,3900,117,64,84
1735,300,43,17,84
1736,7200,1,0,84
1737,3000,794,394,84
1738,4200,49,26,84
1739,4500,30,16,84
1740,1200,2734,1268,84
1741,2700,1183,599,84
1742,5100,6,4,84
1743,2100,3095,1514,84
1744,5400,4,0,84
1745,900,976,430,84
1746,6300,1,0,84
1747,600,224,98,84
1748,2400,2076,1041,84
1749,3600,215,113,84
1750,1500,4375,2110,84
1751,4800,10,3,84
1752,5700,3,2,85
1753,3300,435,227,85
1754,1800,4148,2079,85
1755,3900,111,65,85
1756,300,41,21,85
1757,6000,1,0,85
1758,3000,853,438,85
1759,4200,60,34,85
1760,6600,1,0,85
1761,7800,1,1,85
1762,4500,20,12,85
1763,1200,2404,1238,85
1764,2700,1221,608,85
1765,5100,7,5,85
1766,2100,3178,1592,85
1767,900,940,463,85
1768,6300,2,2,85
1769,600,219,117,85
1770,2400,2181,1060,85
1771,3600,243,109,85
1772,1500,3795,1946,85
1773,4800,18,9,85
1774,5700,7,3,86
1775,3300,998,495,86
1776,7500,1,0,86
1777,1800,10426,5111,86
1778,3900,281,134,86
1779,300,67,34,86
1780,6000,4,3,86
1781,3000,2043,979,86
1782,4200,149,68,86
1783,6600,3,2,86
1784,4500,78,35,86
1785,1200,5336,2826,86
1786,2700,3136,1469,86
1787,5100,15,7,86
1788,2100,7685,3709,86
1789,5400,10,5,86
1790,900,1879,1026,86
1791,12000,1,0,86
1792,600,421,233,86
1793,2400,5358,2527,86
1794,8400,1,0,86
1795,3600,545,257,86
1796,1500,9158,4635,86
1797,4800,21,12,86
1798,5700,3,2,87
1799,3300,613,305,87
1800,1800,5197,2527,87
1801,3900,173,92,87
1802,300,43,18,87
1803,6000,2,0,87
1804,3000,1119,588,87
1805,4200,71,42,87
1806,6600,1,0,87
1807,4500,46,27,87
1808,1200,2737,1228,87
1809,2700,1679,866,87
1810,5100,11,5,87
1811,2100,3944,1952,87
1812,5400,2,1,87
1813,900,1085,420,87
1814,12000,1,1,87
1815,600,278,104,87
1816,2400,2789,1423,87
1817,3600,309,172,87
1818,1500,4680,2215,87
1819,4800,25,14,87
1820,5700,4,4,88
1821,3300,434,223,88
1822,7500,2,2,88
1823,1800,3805,2054,88
1824,3900,130,84,88
1825,300,28,12,88
1826,6000,2,0,88
1827,3000,863,469,88
1828,4200,68,32,88
1829,7800,1,0,88
1830,4500,33,18,88
1831,1200,2142,1120,88
1832,2700,1258,662,88
1833,5100,10,6,88
1834,6900,1,0,88
1835,2100,2853,1492,88
1836,5400,2,1,88
1837,900,787,391,88
1838,6300,1,1,88
1839,600,204,99,88
1840,2400,2166,1156,88
1841,3600,241,118,88
1842,1500,3184,1678,88
1843,4800,16,8,88
1844,5700,4,1,89
1845,3300,350,185,89
1846,1800,1964,1021,89
1847,3900,107,62,89
1848,300,26,17,89
1849,6000,1,0,89
1850,3000,589,301,89
1851,4200,57,31,89
1852,6600,1,0,89
1853,4500,37,23,89
1854,1200,998,484,89
1855,2700,858,428,89
1856,5100,6,3,89
1857,2100,1676,890,89
1858,5400,4,3,89
1859,900,402,175,89
1860,6300,3,2,89
1861,600,116,42,89
1862,2400,1348,731,89
1863,3600,175,93,89
1864,1500,1709,892,89
1865,4800,14,8,89
1866,5700,1,0,90
1867,3300,336,161,90
1868,1800,2998,1548,90
1869,3900,94,48,90
1870,300,28,18,90
1871,6000,2,2,90
1872,3000,667,310,90
1873,4200,57,27,90
1874,4500,21,11,90
1875,1200,1657,898,90
1876,2700,991,480,90
1877,5100,5,2,90
1878,2100,2308,1179,90
1879,5400,3,3,90
1880,900,583,336,90
1881,6300,2,1,90
1882,600,166,88,90
1883,2400,1692,819,90
1884,3600,188,105,90
1885,1500,2621,1407,90
1886,4800,12,7,90
1887,5700,1,0,91
1888,3300,321,152,91
1889,1800,3169,1732,91
1890,3900,55,29,91
1891,300,31,17,91
1892,3000,585,282,91
1893,4200,31,17,91
1894,4500,12,3,91
1895,1200,2021,1212,91
1896,2700,944,484,91
1897,5100,2,2,91
1898,2100,2355,1238,91
1899,5400,2,2,91
1900,900,828,538,91
1901,600,205,143,91
1902,2400,1560,757,91
1903,3600,131,58,91
1904,1500,2893,1637,91
1905,4800,5,2,91
1906,5700,5,3,92
1907,3300,207,105,92
1908,1800,1751,955,92
1909,3900,47,20,92
1910,300,27,14,92
1911,3000,427,202,92
1912,4200,23,18,92
1913,4500,12,5,92
1914,1200,1193,678,92
1915,2700,646,335,92
1916,5100,6,2,92
1917,2100,1336,670,92
1918,5400,2,1,92
1919,900,507,286,92
1920,6300,1,1,92
1921,600,148,79,92
1922,2400,1039,592,92
1923,3600,108,65,92
1924,1500,1614,868,92
1925,4800,4,3,92
1926,5700,3,1,93
1927,3300,393,214,93
1928,1800,3065,1433,93
1929,3900,91,65,93
1930,300,47,20,93
1931,6000,1,0,93
1932,3000,746,376,93
1933,4200,53,30,93
1934,4500,26,20,93
1935,1200,1850,839,93
1936,2700,1155,613,93
1937,5100,3,2,93
1938,6900,1,1,93
1939,2100,2474,1233,93
1940,5400,1,0,93
1941,900,743,338,93
1942,6300,1,0,93
1943,600,217,83,93
1944,2400,1713,877,93
1945,3600,186,98,93
1946,1500,2925,1407,93
1947,4800,11,9,93
1948,5700,2,1,94
1949,3300,294,153,94
1950,1800,2357,1259,94
1951,3900,63,25,94
1952,300,12,3,94
1953,6000,1,0,94
1954,3000,564,272,94
1955,4200,35,18,94
1956,7800,1,1,94
1957,4500,11,5,94
1958,1200,1067,539,94
1959,2700,809,417,94
1960,5100,3,0,94
1961,2100,1906,956,94
1962,5400,4,1,94
1963,900,336,135,94
1964,6300,2,2,94
1965,600,75,28,94
1966,2400,1405,752,94
1967,3600,114,56,94
1968,8100,1,1,94
1969,1500,1850,954,94
1970,4800,8,2,94
1971,5700,1,0,95
1972,3300,253,116,95
1973,1800,2827,1418,95
1974,3900,66,30,95
1975,300,15,10,95
1976,7200,1,1,95
1977,3000,497,241,95
1978,4200,38,20,95
1979,4500,14,10,95
1980,1200,1850,921,95
1981,2700,788,416,95
1982,5100,6,2,95
1983,2100,2077,1070,95
1984,5400,1,1,95
1985,900,619,287,95
1986,6300,2,2,95
1987,600,146,79,95
1988,2400,1392,670,95
1989,3600,144,69,95
1990,1500,2654,1268,95
1991,4800,10,4,95
1992,5700,4,4,96
1993,3300,449,241,96
1994,1800,3995,2045,96
1995,3900,122,54,96
1996,300,43,22,96
1997,3000,983,523,96
1998,4200,62,33,96
1999,4500,35,17,96
2000,1200,2282,1046,96
2001,2700,1408,746,96
2002,5100,7,4,96
2003,6900,1,1,96
2004,2100,3052,1554,96
2005,5400,3,3,96
2006,900,890,402,96
2007,6300,2,1,96
2008,600,224,99,96
2009,2400,2272,1193,96
2010,3600,236,127,96
2011,1500,3658,1790,96
2012,4800,8,7,96
2013,5700,1,0,97
2014,3300,321,160,97
2015,1800,3405,1763,97
2016,3900,86,40,97
2017,300,21,11,97
2018,6000,2,1,97
2019,7200,2,1,97
2020,3000,645,305,97
2021,4200,41,22,97
2022,6600,1,1,97
2023,4500,20,8,97
2024,1200,1862,912,97
2025,2700,999,485,97
2026,5100,4,3,97
2027,2100,2466,1250,97
2028,5400,1,1,97
2029,900,632,266,97
2030,6300,1,1,97
2031,600,152,71,97
2032,2400,1743,843,97
2033,3600,161,77,97
2034,1500,3047,1545,97
2035,4800,9,4,97
2036,3300,401,191,98
2037,1800,3769,1800,98
2038,3900,126,60,98
2039,300,48,27,98
2040,6000,1,0,98
2041,7200,1,1,98
2042,3000,804,407,98
2043,4200,72,33,98
2044,6600,1,0,98
2045,7800,2,1,98
2046,4500,36,12,98
2047,1200,2006,1020,98
2048,2700,1207,571,98
2049,5100,10,4,98
2050,2100,2800,1353,98
2051,5400,4,1,98
2052,900,806,395,98
2053,6300,1,0,98
2054,600,195,109,98
2055,2400,2094,983,98
2056,3600,235,106,98
2057,8100,1,0,98
2058,1500,3264,1624,98
2059,4800,20,11,98
2060,5700,1,1,99
2061,3300,250,130,99
2062,1800,1806,865,99
2063,3900,62,28,99
2064,300,25,9,99
2065,6000,1,1,99
2066,3000,417,180,99
2067,4200,36,16,99
2068,6600,2,2,99
2069,4500,15,11,99
2070,1200,1089,451,99
2071,2700,650,280,99
2072,5100,3,2,99
2073,2100,1309,609,99
2074,5400,1,1,99
2075,900,557,191,99
2076,12000,1,1,99
2077,600,186,53,99
2078,2400,967,439,99
2079,3600,127,65,99
2080,1500,1574,688,99
2081,4800,8,6,99
2082,5700,3,1,100
2083,3300,501,239,100
2084,1800,5231,2558,100
2085,3900,131,61,100
2086,300,46,27,100
2087,6000,1,1,100
2088,3000,1064,546,100
2089,4200,71,30,100
2090,7800,1,1,100
2091,4500,28,12,100
2092,1200,2860,1419,100
2093,2700,1542,770,100
2094,5100,4,1,100
2095,2100,3943,1866,100
2096,5400,4,3,100
2097,900,1026,559,100
2098,600,225,123,100
2099,2400,2678,1275,100
2100,3600,262,123,100
2101,1500,4602,2220,100
2102,4800,15,8,100
2103,5700,1,0,101
2104,3300,507,242,101
2105,1800,4010,1914,101
2106,3900,123,66,101
2107,300,53,28,101
2108,6000,1,1,101
2109,3000,940,468,101
2110,4200,80,39,101
2111,4500,36,17,101
2112,1200,2187,1010,101
2113,2700,1348,700,101
2114,5100,6,5,101
2115,2100,3180,1518,101
2116,5400,1,1,101
2117,900,814,410,101
2118,6300,4,2,101
2119,600,238,123,101
2120,2400,2297,1101,101
2121,3600,278,128,101
2122,1500,3521,1619,101
2123,4800,18,10,101
2124,3300,232,116,102
2125,1800,2499,1242,102
2126,3900,56,27,102
2127,300,33,13,102
2128,7200,1,1,102
2129,3000,500,240,102
2130,4200,26,16,102
2131,4500,14,8,102
2132,1200,1591,858,102
2133,2700,730,368,102
2134,5100,3,1,102
2135,2100,1800,875,102
2136,5400,1,1,102
2137,900,617,342,102
2138,6300,1,1,102
2139,600,170,73,102
2140,2400,1300,638,102
2141,3600,114,62,102
2142,1500,2334,1214,102
2143,4800,6,4,102
2144,5700,1,0,103
2145,3300,309,175,103
2146,1800,1821,918,103
2147,3900,80,38,103
2148,300,10,6,103
2149,6000,1,0,103
2150,3000,561,296,103
2151,4200,58,30,103
2152,4500,18,12,103
2153,1200,909,464,103
2154,2700,762,425,103
2155,5100,5,3,103
2156,2100,1511,799,103
2157,5400,3,2,103
2158,900,362,187,103
2159,6300,1,0,103
2160,600,72,29,103
2161,2400,1196,637,103
2162,3600,161,75,103
2163,1500,1475,791,103
2164,4800,10,7,103
2165,5700,1,0,104
2166,3300,299,153,104
2167,1800,3716,1831,104
2168,3900,70,26,104
2169,300,22,10,104
2170,6000,1,1,104
2171,3000,640,293,104
2172,4200,39,19,104
2173,6600,1,1,104
2174,4500,27,15,104
2175,1200,1988,982,104
2176,2700,941,427,104
2177,5100,6,4,104
2178,2100,2574,1238,104
2179,5400,3,1,104
2180,900,636,303,104
2181,600,152,74,104
2182,2400,1711,830,104
2183,8400,1,0,104
2184,3600,148,71,104
2185,1500,3489,1690,104
2186,4800,7,4,104
2187,5700,2,2,105
2188,3300,150,69,105
2189,1800,1567,772,105
2190,3900,40,19,105
2191,300,10,2,105
2192,6000,1,1,105
2193,3000,322,143,105
2194,4200,35,19,105
2195,4500,16,3,105
2196,1200,755,365,105
2197,2700,485,239,105
2198,5100,4,1,105
2199,2100,1119,566,105
2200,5400,3,1,105
2201,900,227,101,105
2202,6300,2,2,105
2203,600,58,29,105
2204,2400,813,426,105
2205,3600,93,39,105
2206,8100,1,0,105
2207,1500,1263,622,105
2208,4800,6,2,105
2209,5700,6,4,106
2210,3300,724,367,106
2211,7500,1,1,106
2212,1800,6234,3092,106
2213,3900,190,94,106
2214,300,43,25,106
2215,6000,3,2,106
2216,7200,1,1,106
2217,3000,1387,685,106
2218,4200,110,51,106
2219,6600,1,1,106
2220,4500,54,16,106
2221,1200,3453,1843,106
2222,2700,2000,1003,106
2223,5100,14,7,106
2224,2100,4735,2276,106
2225,5400,2,2,106
2226,900,1207,666,106
2227,6300,1,1,106
2228,600,314,193,106
2229,2400,3440,1626,106
2230,3600,377,178,106
2231,1500,5436,2734,106
2232,4800,23,13,106
2233,5700,2,2,107
2234,3300,410,202,107
2235,1800,3552,1796,107
2236,3900,87,45,107
2237,300,31,14,107
2238,7200,1,0,107
2239,3000,799,393,107
2240,4200,44,18,107
2241,4500,26,11,107
2242,1200,1977,968,107
2243,2700,1112,533,107
2244,5100,9,5,107
2245,2100,2759,1387,107
2246,5400,1,1,107
2247,900,629,318,107
2248,6300,1,0,107
2249,600,137,77,107
2250,2400,1957,997,107
2251,3600,191,83,107
2252,1500,3077,1566,107
2253,4800,14,5,107
2254,5700,1,1,108
2255,3300,155,84,108
2256,1800,1254,602,108
2257,3900,37,18,108
2258,300,13,6,108
2259,6000,1,1,108
2260,3000,317,162,108
2261,4200,42,20,108
2262,4500,9,7,108
2263,1200,675,313,108
2264,2700,454,205,108
2265,5100,5,2,108
2266,2100,1065,475,108
2267,5400,2,2,108
2268,900,232,92,108
2269,6300,1,0,108
2270,600,43,13,108
2271,2400,794,377,108
2272,3600,82,43,108
2273,8100,1,1,108
2274,1500,1141,568,108
2275,4800,12,3,108
2276,5700,1,1,109
2277,3300,383,173,109
2278,1800,2955,1495,109
2279,3900,100,45,109
2280,300,13,6,109
2281,6000,1,1,109
2282,3000,691,319,109
2283,4200,56,23,109
2284,4500,20,10,109
2285,1200,1434,719,109
2286,2700,981,485,109
2287,5100,8,5,109
2288,2100,2323,1187,109
2289,5400,4,2,109
2290,900,459,232,109
2291,6300,1,0,109
2292,600,89,50,109
2293,2400,1787,863,109
2294,3600,188,85,109
2295,1500,2521,1319,109
2296,4800,14,10,109
2297,5700,2,1,110
2298,3300,397,211,110
2299,1800,3445,1638,110
2300,3900,110,46,110
2301,300,28,14,110
2302,3000,745,376,110
2303,4200,52,22,110
2304,4500,31,20,110
2305,1200,1637,777,110
2306,2700,1157,561,110
2307,5100,3,1,110
2308,2100,2641,1342,110
2309,5400,3,2,110
2310,900,543,239,110
2311,6300,1,0,110
2312,600,121,63,110
2313,2400,2077,1052,110
2314,3600,214,115,110
2315,1500,2725,1327,110
2316,4800,12,5,110
2317,5700,2,0,111
2318,3300,286,137,111
2319,7500,1,1,111
2320,1800,2716,1327,111
2321,3900,62,31,111
2322,300,26,15,111
2323,6000,1,1,111
2324,7200,1,0,111
2325,3000,534,266,111
2326,4200,48,29,111
2327,4500,19,9,111
2328,1200,1661,843,111
2329,2700,836,429,111
2330,5100,3,2,111
2331,2100,2013,992,111
2332,5400,1,1,111
2333,900,648,315,111
2334,600,155,75,111
2335,2400,1434,709,111
2336,3600,132,74,111
2337,1500,2517,1196,111
2338,4800,4,1,111
2339,5700,4,1,112
2340,3300,351,167,112
2341,1800,2900,1400,112
2342,3900,96,59,112
2343,300,22,12,112
2344,3000,708,358,112
2345,4200,49,20,112
2346,6600,1,1,112
2347,4500,25,12,112
2348,1200,1504,751,112
2349,2700,1056,503,112
2350,5100,6,2,112
2351,6900,1,1,112
