,duration_bin,games_played,wins,hero_id
2352,2100,2325,1147,112
2353,5400,1,0,112
2354,900,526,254,112
2355,600,142,63,112
2356,2400,1838,880,112
2357,3600,205,99,112
2358,1500,2483,1237,112
2359,4800,7,3,112
2360,5700,1,1,113
2361,3300,81,38,113
2362,1800,474,229,113
2363,3900,29,13,113
2364,300,10,4,113
2365,6000,2,1,113
2366,3000,156,74,113
2367,4200,24,11,113
2368,4500,9,4,113
2369,1200,233,99,113
2370,2700,187,85,113
2371,5100,3,1,113
2372,2100,379,183,113
2373,5400,4,4,113
2374,900,92,32,113
2375,6300,1,0,113
2376,600,21,4,113
2377,2400,312,154,113
2378,3600,42,17,113
2379,1500,371,183,113
2380,4800,6,1,113
2381,5700,3,1,114
2382,3300,282,151,114
2383,1800,3400,1681,114
2384,3900,73,49,114
2385,300,32,18,114
2386,3000,613,350,114
2387,4200,34,17,114
2388,7800,1,0,114
2389,4500,23,13,114
2390,1200,1639,796,114
2391,2700,915,490,114
2392,5100,3,2,114
2393,2100,2495,1273,114
2394,5400,1,0,114
2395,900,588,290,114
2396,6300,1,1,114
2397,600,180,102,114
2398,2400,1743,898,114
2399,3600,144,81,114
2400,1500,2919,1454,114
2401,4800,10,4,114
2402,3300,219,109,119
2403,1800,2290,1141,119
2404,3900,48,23,119
2405,300,15,5,119
2406,3000,462,202,119
2407,4200,29,17,119
2408,4500,16,7,119
2409,1200,1076,487,119
2410,2700,650,315,119
2411,5100,3,2,119
2412,6900,1,1,119
2413,2100,1683,853,119
2414,5400,1,0,119
2415,900,313,147,119
2416,600,68,27,119
2417,2400,1173,627,119
2418,3600,99,48,119
2419,1500,1928,935,119
2420,4800,6,3,119
2421,5700,1,1,120
2422,3300,362,156,120
2423,1800,4003,1976,120
2424,3900,89,45,120
2425,300,19,11,120
2426,6000,3,0,120
2427,3000,798,382,120
2428,4200,43,20,120
2429,4500,17,10,120
2430,1200,1929,1021,120
2431,2700,1218,613,120
2432,5100,3,1,120
2433,2100,3075,1533,120
2434,5400,2,1,120
2435,900,560,274,120
2436,6300,1,1,120
2437,600,124,68,120
2438,2400,2250,1149,120
2439,3600,192,97,120
2440,1500,3226,1652,120
2441,4800,9,4,120
2442,5700,2,0,121
2443,3300,407,211,121
2444,1800,4851,2241,121
2445,3900,72,51,121
2446,300,50,19,121
2447,3000,853,451,121
2448,4200,51,20,121
2449,4500,20,9,121
2450,1200,2664,1104,121
2451,2700,1277,634,121
2452,5100,6,1,121
2453,2100,3451,1659,121
2454,5400,1,0,121
2455,900,877,347,121
2456,6300,2,1,121
2457,600,215,92,121
2458,2400,2303,1122,121
2459,3600,178,88,121
2460,1500,4232,1933,121
2461,4800,7,3,121
2462,3300,203,112,123
2463,1800,2362,1157,123
2464,3900,56,26,123
2465,300,12,3,123
2466,3000,410,206,123
2467,4200,18,10,123
2468,4500,9,7,123
2469,1200,1018,526,123
2470,2700,640,322,123
2471,5100,4,2,123
2472,2100,1806,878,123
2473,900,274,160,123
2474,6300,2,2,123
2475,600,72,46,123
2476,2400,1288,605,123
2477,3600,87,49,123
2478,1500,1971,986,123
2479,4800,5,1,123
2480,3300,268,140,126
2481,1800,3280,1649,126
2482,3900,57,26,126
2483,300,18,10,126
2484,3000,564,286,126
2485,4200,33,18,126
2486,4500,10,5,126
2487,1200,1656,771,126
2488,2700,816,409,126
2489,2100,2340,1185,126
2490,5400,1,0,126
2491,900,449,193,126
2492,600,99,54,126
2493,2400,1606,830,126
2494,3600,107,53,126
2495,1500,2770,1314,126
2496,4800,5,2,126
2497,3300,319,156,128
2498,1800,4265,2040,128
2499,3900,63,22,128
2500,300,24,11,128
2501,6000,2,1,128
2502,3000,748,360,128
2503,4200,36,19,128
2504,6600,1,0,128
2505,7800,1,1,128
2506,4500,15,7,128
2507,1200,2007,967,128
2508,2700,1033,499,128
2509,5100,3,2,128
2510,2100,3029,1417,128
2511,5400,2,0,128
2512,900,584,290,128
2513,6300,1,1,128
2514,600,138,61,128
2515,2400,2042,1007,128
2516,3600,146,76,128
2517,8100,1,1,128
2518,1500,3372,1600,128
2519,4800,9,2,128
2520,5700,1,1,129
2521,3300,398,202,129
2522,1800,5083,2392,129
2523,3900,75,37,129
2524,300,29,19,129
2525,3000,763,386,129
2526,4200,35,24,129
2527,4500,9,2,129
2528,1200,2519,1134,129
2529,2700,1201,637,129
2530,5100,2,2,129
2531,2100,3666,1840,129
2532,5400,5,2,129
2533,900,694,295,129
2534,6300,2,0,129
2535,600,150,69,129
2536,2400,2398,1187,129
2537,3600,171,88,129
2538,1500,4237,1979,129
2539,4800,7,2,129
2540,3300,126,60,135
2541,1800,2149,1032,135
2542,3900,29,7,135
2543,300,11,8,135
2544,3000,315,155,135
2545,4200,16,8,135
2546,4500,2,0,135
2547,1200,927,455,135
2548,2700,473,234,135
2549,2100,1403,690,135
2550,900,242,134,135
2551,600,63,39,135
2552,2400,919,436,135
2553,3600,56,32,135
2554,1500,1678,799,135
2555,4800,4,2,135
2556,5700,1,1,136
2557,3300,105,51,136
2558,1800,1613,796,136
2559,3900,20,7,136
2560,300,7,4,136
2561,3000,265,122,136
2562,4200,18,9,136
2563,4500,7,4,136
2564,1200,781,401,136
2565,2700,370,171,136
2566,5100,1,1,136
2567,2100,1166,609,136
2568,900,241,143,136
2569,600,54,32,136
2570,2400,776,408,136
2571,3600,52,27,136
2572,1500,1391,700,136
2573,4800,6,2,136
2574,3300,143,64,137
2575,1800,1505,735,137
2576,3900,46,24,137
2577,300,14,6,137
2578,3000,307,157,137
2579,4200,22,11,137
2580,4500,13,7,137
2581,1200,656,352,137
2582,2700,475,242,137
2583,5100,1,0,137
2584,2100,1172,589,137
2585,5400,1,0,137
2586,900,167,94,137
2587,6300,2,0,137
2588,600,37,21,137
2589,2400,797,405,137
2590,3600,79,50,137
2591,1500,1197,623,137
2592,4800,3,1,137
2593,3300,55,29,138
2594,1800,716,360,138
2595,3900,18,7,138
2596,300,8,6,138
2597,3000,99,43,138
2598,4200,9,6,138
2599,4500,5,3,138
2600,1200,309,169,138
2601,2700,162,87,138
2602,5100,2,0,138
2603,2100,473,227,138
2604,900,86,50,138
2605,600,16,9,138
2606,2400,284,133,138
2607,3600,30,19,138
2608,1500,604,326,138
2609,4800,4,2,138
